"Date","Tank","TotalAlkalinity","pH","Salinity","Temperature","S","T","pH","CO2","pCO2","HCO3","CO3","DIC","ALK","OmegaAragonite"
"2/20/17",1,2367.78791,7.327479372,28.3,10.2,28.3,10.2,7.327479372,113.482222480018,2514.66745958313,2305.76158006506,25.6194796268193,2444.8632821719,2367.78791,0.396391785456153
"2/20/17",2,2319.3936,7.329076769,28.1,10.22,28.1,10.22,7.329076769,110.950531215873,2457.36621382152,2258.51972785602,25.0739088273276,2394.54416789922,2319.3936,0.388092206965403
"2/20/17",3,2309.88602,7.325248324,28,10.25,28,10.25,7.325248324,111.548584447506,2471.642044269,2249.851580601,24.7220119613491,2386.12217700985,2309.88602,0.38273266472245
"2/20/17",4,2287.72108,7.825963521,28.1,10.65,28.1,10.65,7.825963521,32.596357290244,732.246434256077,2106.23058239996,74.6654271344173,2213.49236682462,2287.72108,1.15692818745398
"2/20/17",5,2336.14773,7.820147054,28.1,10.86,28.1,10.86,7.820147054,33.5805494496499,759.562938785127,2152.37217582239,75.90812577102,2261.86085104306,2336.14773,1.17682724110673
"2/20/17",6,2298.36327,7.817941716,28.2,10.9,28.2,10.9,7.817941716,33.1270799324791,750.71609331473,2117.15752405912,74.6016365607176,2224.88624055231,2298.36327,1.15650283629779
"3/20/17",1,2930.29308,7.304159027,28.1,10.68,28.1,10.68,7.304159027,147.010544463492,3305.74056772399,2858.98090834078,30.5162490539851,3036.50770185826,2930.29308,0.472880815457163
"3/20/17",2,2925.95472,7.306238319,28.2,11.74,28.2,11.74,7.306238319,141.917571763548,3304.98584747299,2851.32163769727,31.9591177161215,3025.19832717693,2925.95472,0.496571505270198
"3/20/17",3,2896.55123,7.29858374,28.2,11.11,28.2,11.11,7.29858374,145.406566655567,3317.84463221394,2825.49732264369,30.3599889297017,3001.26387822896,2896.55123,0.470913437270338
"3/20/17",4,2769.72514,7.816161448,28.2,11.4,28.2,11.4,7.816161448,39.63386605383,912.903732076575,2554.55561133923,91.4162221977192,2685.60569959077,2769.72514,1.41906518407488
"3/20/17",5,2743.33934,7.806916418,28.3,11.46,28.3,11.46,7.806916418,40.0390823513515,924.558786648538,2533.05391138033,89.1809703323803,2662.27396406406,2743.33934,1.38434934733974
"3/20/17",6,2727.94064,7.815694026,28.2,11.2,28.2,11.2,7.815694026,39.2936710895158,899.211842631821,2517.24990155403,89.2836691426858,2645.82724178623,2727.94064,1.38521145809829
"4/4/17",1,2801.77913,7.290757252,26.5,10.96,26.5,10.96,7.290757252,146.981807523466,3305.10122904237,2737.63649679049,27.4386789453286,2912.05698325928,2801.77913,0.42642829719516
"4/4/17",2,2822.51611,7.282132205,26.4,10.92,26.4,10.92,7.282132205,151.470073723037,3399.62739082378,2759.49435383344,26.997546801156,2937.96197435763,2822.51611,0.419569086929377
"4/4/17",3,2800.87387,7.288186427,26.5,11.09,26.5,11.09,7.288186427,147.32650736792,3326.94806677561,2736.81124292349,27.4075944318467,2911.54534472325,2800.87387,0.426105056219769
"4/4/17",4,2584.60933,7.828503875,26.5,11.81,26.5,11.81,7.828503875,36.3158425053618,839.453166504893,2383.39697685221,85.1829165976709,2504.89573595524,2584.60933,1.32717775458235
"4/4/17",5,2645.37017,7.804219841,26.5,11.75,26.5,11.75,7.804219841,39.5499046950223,912.442782814614,2450.83440089892,82.6361209512706,2573.02042654521,2645.37017,1.28726246941681
"4/4/17",6,2604.22677,7.832363175,26.5,11.99,26.5,11.99,7.832363175,36.0651957923017,838.502523072292,2398.75971190123,87.1061548143028,2521.93106250783,2604.22677,1.3578932935083
